name,category_list,funding_total_usd,status,country_code,funding_rounds,dias_hasta_inversion
Ligandal,Biotechnology|Nanotechnology,64000.0,operating,USA,1,-1083.0
Light Sciences Oncology,Biotechnology|Health and Wellness|Health Care,179961674.0,operating,USA,8,4301.0
Lightpoint Medical,Health Care,8719016.92197002,operating,GBR,5,541.0
Lightspeed Genomics,Biotechnology|Health Diagnostics,5082474.0,operating,USA,1,2453.0
LigoCyte Pharmaceuticals,Biotechnology,43562640.0,acquired,USA,4,4243.0
Ligon Discovery,Biotechnology,1500000.0,operating,USA,2,
Lilianna Spinal Solutions,Medical,50000.0,operating,USA,1,177.0
Limelight Health,Health and Insurance|Health Care|Insurance|SaaS,3000000.0,operating,USA,2,288.0
Limestone Labs,Electronics|Health Care|Hospitals,20000.0,operating,USA,1,400.0
Lince Labs - Amniofilm,Biotechnology,40000.0,operating,CHL,1,
Lincor Solutions,Education|Health and Wellness|Health Care|Medical|Software,12500000.0,operating,IRL,2,3722.0
LindaCare,Health Care,1600332.8692368,operating,BEL,1,
Lindsey Shell,Medical,0.0,operating,USA,1,-92.0
Lineagen,Biotechnology,60964064.0,operating,USA,7,2556.0
Linkage Biosciences,Biotechnology|Health Diagnostics,12643228.0,operating,USA,7,
LinkPad Inc.,Energy Efficiency|Energy Management|Hardware + Software|Health and Wellness|Health Care|Home Automation|Medication Adherence|Security|Smart Grid,100000.0,operating,USA,1,157.0
Linkyt,Beauty|Health and Wellness|Health Care|Startups,0.0,operating,KOR,1,1000.0
LionsGate Technologies (LGTmedical),Health Care,2000000.0,operating,CAN,1,
Lipella Pharmaceuticals,Biotechnology,611424.0,operating,USA,3,
LiPlasome Pharma,Biotechnology,8010000.0,operating,DNK,1,
Lipocalyx,Biotechnology,0.0,operating,,1,
LipoScience,Biotechnology|Health Diagnostics,15000000.0,acquired,USA,1,
LipoSonix,Biotechnology,37935003.0,acquired,USA,3,1379.0
Litesprite,Analytics|Big Data|Games|Health and Wellness|Health Care|Mobile Games,100000.0,operating,USA,1,573.0
Lithera,Biotechnology,35300000.0,operating,USA,3,2179.0
Lithotripsy of Northern Indiana,Fitness|Health and Wellness|Health Care,470400.0,operating,USA,4,3850.0
Little River Healthcare,Beauty|Health Care|Medical,36800000.0,operating,USA,1,
LiveLeaf,Biotechnology,6100000.0,operating,USA,2,2079.0
Liventa Bioscience,Biotechnology,2633332.0,operating,USA,4,2096.0
LiveProcess Corp.,Health Care|Hospitals|Mobile Emergency&Health|Software,5236176.0,operating,USA,2,1583.0
Living Cell Technologies,Biotechnology,6278203.0,ipo,NZL,2,
Living Independently Group,Assisted Living|Elder Care|Health Care,8498347.0,operating,USA,1,2446.0
Living Proof,Biotechnology,53000000.0,operating,USA,3,1698.0
Livongo Health,Fitness|Health and Wellness|Health Care|Health Care Information Technology,30000000.0,operating,USA,2,0.0
Lixte Biotechnology Holdings,Biotechnology,1787500.0,ipo,USA,1,
LKC Technologies,Diagnostics|Medical Devices|Sensors,2165587.0,operating,USA,1,
LMI-Vet,Biotechnology|Veterinary,0.0,operating,USA,1,247.0
Locus Pharmaceuticals,Biotechnology,56883875.0,operating,USA,3,3238.0
Logical Therapeutics,Biotechnology,79437580.0,operating,USA,3,893.0
LogicNets,Customer Support Tools|Field Support Services|Health Care Information Technology|Health Diagnostics|Industrial Automation|SaaS|Software|Tech Field Support,3000000.0,operating,USA,1,3889.0
LogicSource,Health Care|Insurance|Outsourcing|Retail,26472057.0,operating,USA,4,296.0
Lonestar Heart,Biotechnology,47118258.0,operating,USA,5,-163.0
Longevity Biotech,Biotechnology,520000.0,operating,USA,2,466.0
LOON Lab,Health Care|Healthcare Services|Medical,56000.0,operating,USA,1,
Lophius Biosciences,Biotechnology|Health Diagnostics,7331039.0,operating,DEU,4,
Loto Labs,Cannabis|Consumer Electronics|Medical Devices,225889.0,operating,USA,1,0.0
Lotus Tissue Repair,Biotechnology,26000000.0,operating,USA,1,
Love Warrior Wellness Collective,Medical,0.0,operating,USA,1,-7.0
Loxo Oncology,Biotechnology,57000000.0,ipo,USA,2,275.0
LPATH,Biotechnology,29912221.0,ipo,USA,3,
LQ3 Pharmaceuticals,Biotechnology,10000000.0,operating,USA,1,617.0
LS Plasma,Biotechnology,5000.0,operating,USA,1,-92.0
LS9,Biotechnology,75000000.0,acquired,USA,4,789.0
LUBB-TEX,Biotechnology,4100000.0,operating,USA,1,
Lucent Health Solutions,Health and Wellness|Health Care|Medical|Risk Management,13500000.0,operating,USA,1,288.0
Lucidity (MemberRx),Data Security|Health Care|Health Care Information Technology,0.0,operating,USA,1,93.0
Lucidux,Health Care,250000.0,operating,USA,1,
Lucigen,Biotechnology,1950000.0,operating,USA,1,6221.0
Ludesi,Biotechnology,3438286.0,operating,SWE,1,
LumaCyte,Biotechnology|Medical,1364640.0,operating,USA,3,494.0
Lumavita,Biotechnology,21716216.2162162,operating,CHE,2,
Lumed Science Inc.,Dental|Design|Medical Devices|Product Design,300000.0,operating,USA,1,438.0
Lumen Biomedical,Biotechnology,675000.0,operating,USA,1,2474.0
Lumena Pharmaceuticals,Biotechnology,70550150.0,acquired,USA,3,509.0
Lumend,Health Care|Medical|Medical Devices,23200000.0,acquired,,1,2566.0
Lumenis,Biotechnology|Health Care|Medical,120000000.0,acquired,ISR,1,
Lumenos,Health Care|Insurance|Services,10020000.0,acquired,,1,
Lumense,Biotechnology,3650000.0,operating,USA,2,349.0
Lumiata,Analytics|Big Data Analytics|Medical,10000000.0,operating,USA,2,372.0
Lumicara,Consumer Lending|E-Commerce|Emerging Markets|Health Care,0.0,operating,SGP,2,-17.0
Lumicell,Diagnostics|Medical|Medical Devices,1563572.0,operating,USA,1,2305.0
Lumidigm,Health Care,17199997.0,acquired,USA,3,1555.0
Luminate Health,Health and Wellness|Health Care|SaaS,1000000.0,operating,USA,1,464.0
Luminetx,Health Care,11000000.0,acquired,USA,1,
Luminous Medical,Biotechnology,4438311.0,operating,USA,2,2071.0
LumiThera,Medical Devices,325000.0,operating,USA,1,
Lumora,Biotechnology|Health Diagnostics,2446977.0,operating,GBR,2,
Lumos Pharma,Biotechnology|Health Care|Pharmaceuticals,19500000.0,operating,USA,2,
Luna Innovations,Biotechnology|Hardware + Software,13115002.0,acquired,USA,2,
Lunaphore Technologies,Medical Devices,2093440.0,operating,CHE,1,483.0
Lung Therapeutics,Health Care|Medical|Therapeutics,2568912.0,operating,USA,3,181.0
Lutonix,Health Care|Medical Devices|Pharmaceuticals,10000001.0,acquired,USA,1,
Lux Bio Group,Biotechnology,1480000.0,operating,USA,2,1072.0
Lycera,Biotechnology,74892748.0,operating,USA,4,1220.0
Lyncean Technologies,Biotechnology,5355749.0,operating,USA,4,3417.0
Lift Labs,Hardware + Software|Health Care|Medical,2900000.0,acquired,USA,3,
Lypro Biosciences,Biotechnology,177950.0,operating,USA,1,2440.0
Lyric Pharmaceuticals,Health and Wellness|Health Care|Pharmaceuticals,7814562.0,operating,USA,1,
LYSOGENE,Biotechnology|Medical,22000000.0,operating,FRA,1,1834.0
Lysosomal Therapeutics,Biotechnology,24800000.0,operating,USA,2,
Lytix Biopharma,Biotechnology,10400000.0,operating,NOR,1,
Lyxia,Biotechnology|Renewable Energies,18700000.0,operating,USA,2,339.0
LYZER DIAGNOSTICS,Health Care|Health Diagnostics,1338000.0,operating,USA,1,
Médecins Sans Frontières,Health Care,6300000.0,operating,CHE,1,15977.0
M2G,Biotechnology,1331000.0,operating,USA,1,1878.0
m2p-labs,Biotechnology,768000.0,operating,DEU,3,245.0
M3 Biotechnology,Biotechnology,3500000.0,operating,USA,1,1784.0
MabLyte,Biotechnology,232239.0,operating,GBR,1,119.0
MabVax Therapeutics,Biotechnology,34151008.0,ipo,USA,6,1340.0
MacroCure,Biotechnology,13000000.0,ipo,ISR,2,1186.0
MacroGenics,Biotechnology|Health Care,57016500.0,ipo,USA,2,2328.0
Macrotherapy,Medical,0.0,operating,USA,1,1294.0
MacuCLEAR,Biotechnology,1000000.0,operating,USA,1,
MacuLogix,Health Care,15125297.0,operating,USA,4,3133.0
MadebyMedics,Health Care,0.0,operating,GBR,1,
Madeira Therapeutics,Biotechnology,420000.0,operating,USA,1,
Madison Vaccines,Biotechnology,8000000.0,operating,USA,1,
Madronish Therapeutics,Biotechnology|Medical,0.0,operating,USA,1,144.0
Maestro Health,Health Care,35036612.0,operating,USA,1,952.0
Magellan Bioscience Group,Biotechnology,25000.0,operating,USA,1,5738.0
Magellan Global Health,Biotechnology,50000.0,operating,USA,1,325.0
Magenta Medical,Health Care|Medical|Medical Devices,4000000.0,operating,ISR,1,63.0
Magic Wheels,Biotechnology,285075.0,operating,USA,1,5161.0
Magna Pharmaceuticals,Biotechnology,1005536.0,operating,USA,1,
Magnasense,Health Care,193000.0,operating,,1,-1312.0
Magneceutical Health,Biotechnology|Medical,3890000.0,operating,USA,2,1687.0
Magnetecs,Health Care,16037067.0,operating,USA,6,2555.0
Magnisense,Medical Devices,5826374.05321422,operating,FRA,1,
Magnomics,Medical Devices,300038.0,operating,PRT,1,510.0
Magnus Health,Health Care,100000.0,operating,USA,2,0.0
Magnus Life Science,Biotechnology,24833177.0,operating,GBR,1,644.0
Main Pulze,Assisted Living|Medical,0.0,operating,USA,1,3.0
Mainstay Medical,Health and Wellness|Medical|Medical Devices,35000000.0,ipo,IRL,2,1729.0
MAKO Surgical,Biotechnology|Medical Devices,70100000.0,acquired,USA,3,1132.0
Mammoth Hunters,Health Care,208278.349608516,operating,ESP,1,960.0
ManagingLife,Health and Wellness|Health Care|Health Care Information Technology|mHealth|Mobile|Mobile Health,190000.0,operating,CAN,3,-293.0
Manflu,Health Care,801335.0,operating,GBR,1,
Manipal Acunova,Biotechnology,0.0,operating,IND,1,
MannKind Corporation,Biotechnology|Health Care,200000000.0,ipo,USA,2,
Manodaktaras.lt,Health Care,0.0,operating,LTU,1,0.0
Manyeta,Biotechnology,0.0,operating,CAN,1,4921.0
MAP Pharmaceuticals,Biotechnology|Medical|Pharmaceuticals,50000000.0,acquired,USA,1,1547.0
Marblar,Consumer Goods|Crowdsourcing|Health Care|Intellectual Property|Internet|Technology|Wearables,2600000.0,operating,GBR,2,95.0
Marcadia Biotech,Biotechnology,16000000.0,acquired,USA,2,
Margherita Inventions,Health Care,452550.0,operating,USA,1,
Marina Biotech,Biotechnology,7100000.0,ipo,USA,2,
Marine Life Research,Biotechnology,3000000.0,operating,CAN,1,10703.0
Marinus Pharmaceuticals,Biotechnology,52435690.0,ipo,USA,3,2314.0
Mark Medical,Medical,0.0,operating,USA,1,3466.0
Marrone Bio Innovations,Biotechnology|Chemicals,99150000.0,ipo,USA,6,486.0
Mars Bioimaging,Biotechnology,500000.0,operating,NZL,1,2611.0
Massachusetts Life Sciences Center,Biotechnology,3400000.0,operating,USA,1,
Massive Bio,Health Care Information Technology|Medical,0.0,operating,USA,1,224.0
MassChallenge,Biotechnology|Clean Technology|Entrepreneur|Green|High Tech|Life Sciences|Nonprofits|Startups|Venture Capital,1500000.0,operating,USA,1,2110.0
Materna Medical,Health Care,1025000.0,operating,USA,2,1279.0
Maternova,Health Care|Social Network Media,50000.0,operating,USA,1,1161.0
Mati Therapeutics,Biotechnology,1460000.0,operating,USA,2,470.0
MATINAS BIOPHARMA,Biotechnology,18593751.0,operating,USA,3,867.0
Matone Cooper Mobile Dentistry,Medical,0.0,operating,USA,1,632.0
Matricore,Biotechnology|Engineering Firms|Technology,16227.0,operating,NLD,1,-13.0
Matrix-Bio,Biotechnology,140000.0,operating,USA,1,
MATTER,Health Care,4400000.0,operating,USA,1,322.0
Mature Women's Health Solutions,Health Care|Medical Devices|Women,6000000.0,operating,USA,1,274.0
Mauna Kea,Medical Devices,30000000.0,operating,FRA,1,2944.0
Maven Biotechnologies,Biotechnology|Health Diagnostics,1960000.0,operating,USA,1,
Maven Clinic,Apps|Health and Wellness|Health Care,2200000.0,operating,USA,2,463.0
Maverix Biomics,Biotechnology,6000000.0,operating,USA,1,737.0
Max Endoscopy,Biotechnology,385000.0,operating,USA,3,0.0
Max-Wellness,Health and Wellness|Health Care|Retail,4600000.0,operating,USA,3,584.0
Maxcyte,Biotechnology,13900000.0,operating,USA,3,1909.0
Maxwell Health,Employer Benefits Programs|Health and Insurance|Health Care|Mobile|SaaS|Technology,34400000.0,operating,USA,3,277.0
Maya Medical,Biotechnology|Medical|Technology,6920582.0,acquired,USA,4,195.0
Mayne Pharma,Biotechnology,2705000.0,operating,,1,61280.0
Mayo Clinic Rochester,Biotechnology,18100000.0,operating,USA,2,34595.0
Maysound,Health Care|Medical Devices|Music,552825.0,operating,DNK,1,
MBF Therapeutics,Biotechnology,345000.0,operating,USA,1,
MBio Diagnostics,Biotechnology|Health Diagnostics,8297424.0,operating,USA,2,735.0
MBM Solutions,Geospatial|Information Technology|Medical|Software,30000.0,operating,USA,1,304.0
MBrainTrain,Information Technology|Medical|Services,54782.9135744755,operating,SRB,1,
MC2,Medical,0.0,operating,USA,1,1536.0
McGinley Innovations,Biotechnology,1305000.0,operating,USA,2,297.0
MD Insider,Big Data|Doctors|Enterprise Software|Health Care|Medical,12300000.0,operating,USA,4,31.0
MD Lingo,Health and Wellness|Health Care|Health Care Information Technology|Medical,428.0,operating,,1,505.0
MD On-Line,Biotechnology,12000000.0,operating,USA,1,
MD SolarSciences,Biotechnology,2227004.0,operating,USA,1,895.0
MD.Voice,Health Care|Health Care Information Technology|Mobile Health|Personal Health,60000.0,operating,,1,
mdBriefCase,Medical,0.0,operating,CAN,1,
MDG Medical,Medical,7500000.0,operating,USA,1,1504.0
MDLIVE,Health Care,73600000.0,operating,USA,2,1847.0
MDsave,Curated Web|Health Care,21543780.0,operating,USA,4,-1.0
MDxHealth,Biotechnology|Health Diagnostics,23600000.0,operating,USA,1,3828.0
Measurement Analytics,Medical,0.0,operating,USA,1,1262.0
MEC Dynamics,Health Care,9549115.0,operating,USA,1,3788.0
Med Access,Biotechnology,10000.0,operating,USA,1,4201.0
Med Condense,Clinical Trials|Medical Professionals|Small and Medium Businesses,0.0,operating,USA,1,2264.0
Medafor,Biotechnology,115000.0,acquired,USA,2,
MedaNext,Medical,0.0,operating,USA,1,541.0
Medaphis Physician Services Corporation,Health Care,0.0,operating,,1,
MEDArchon,Biotechnology,1802640.0,operating,USA,2,488.0
MedArkive,Health Care|Marketing Automation|Publishing,57285.0,operating,GBR,2,424.0
MedAvail,Biotechnology,37082152.0,operating,CAN,2,1838.0
MedAware,Health Care,1000000.0,operating,ISR,1,1005.0
MedAware Systems,Health and Wellness|Health Care|Health Care Information Technology|Medical,1630000.0,operating,USA,3,280.0
Medaxion,Biotechnology,5075806.0,operating,USA,6,948.0
MedBlue,Medical,0.0,operating,USA,1,1137.0
Medbox,Health Care,5230440.0,ipo,USA,4,1969.0
MedCity News,Biotechnology|Health Care|Life Sciences|Media|News,310000.0,operating,USA,2,-16.0
MedClimate,Electronic Health Records|Health and Wellness|Health Care,280000.0,operating,USA,1,365.0
Medcurrent,Health Care|Physicians|Technology,220773.0,operating,CAN,2,-18.0
MedDay,Biotechnology,10468800.0,operating,FRA,1,830.0
"MedDiary, Inc.",Apps|Computers|Health Care|Mobile,250000.0,operating,USA,2,0.0
Meddik,Email|Health and Wellness|Medical|Search|Web Tools,750000.0,operating,USA,1,
Medefer,Medical,0.0,operating,GBR,1,
Medefy,Health and Wellness|Health Care|Software,40000.0,operating,USA,1,
MedEncentive,Health Care,2096674.0,operating,USA,1,3460.0
DailyRounds,Doctors|Health Care|Pharmaceuticals,500000.0,operating,IND,3,202.0
Mederi Therapeutics,Biotechnology,18500000.0,operating,USA,2,
Medesen,Health Care,40000.0,operating,CHL,1,411.0
Medex,Medical Devices,0.0,operating,USA,1,
MedExpress Urgent Care,Biotechnology|Health Care,0.0,acquired,,1,3287.0
Medfusion,Billing|Curated Web|Health and Wellness|Health Care|Medical|Portals|SaaS|Services|Software,3000000.0,acquired,USA,1,
MedGenesis Therapeutix,Biotechnology,5000000.0,operating,CAN,1,
Medgenics,Biotechnology,45626066.0,ipo,ISR,7,538.0
Medgenome Labs,Health Care|Hospitals|Medical,24000000.0,operating,IND,2,519.0
MedHab,Biotechnology|Medical,1076521.0,operating,USA,5,1389.0
Mediaomics,Biotechnology,528336.0,operating,PRT,1,556.0
MediBeacon,Biotechnology,30958000.0,operating,USA,4,731.0
Medic Vision Brain Technologies,Biotechnology,1000000.0,operating,ISR,1,1468.0
Medical Body Sculpting,Health Care Information Technology,6100000.0,operating,USA,1,362.0
Medical Cannabis Payment Solutions,Medical|Payments|Technology,500000.0,ipo,USA,1,
Medical Compression Systems,Medical Devices|Therapeutics,0.0,operating,ISR,1,4748.0
Medical Connections,Biotechnology,51050.0,operating,USA,1,3159.0
Medical Datasoft International,Electronic Health Records|Health Care Information Technology|Physicians,280440.0,operating,USA,1,
Medical Depot,Health Care,115000000.0,operating,USA,1,10873.0
Medical Device Innovations,Biotechnology,701696.0,operating,USA,1,
Medical Device Works,Development Platforms|Medical|Medical Devices,16227.0,operating,,1,
Medical Direct Club,Health Care,7000000.0,operating,USA,3,
Medical Engineering Partners,Medical Devices,250000.0,operating,USA,1,1763.0
Medical Envelope,Health Care|Medical|Services,700000.0,operating,USA,1,
Medical Heights Surgery Center,Health Care,2429294.0,operating,USA,2,8466.0
Medical Imaging Holdings,Diagnostics|Health Care|Medical Devices|Pharmaceuticals,39949628.0,operating,USA,1,
Medical Joyworks,Health Care,40000.0,operating,CHL,1,557.0
Medical Metrx Solutions,Health Care,3500000.0,operating,,1,
Medical Predictive Science Corporation,Bioinformatics|Health Care|Medical Devices,1250000.0,operating,USA,1,
Medical Referral Source,Health Care,1700000.0,operating,USA,1,875.0
Medical Reimbursements of America,Health Care,7500000.0,operating,USA,1,5017.0
Medical Scribe Systems,Health Care|Hospitals|Medical,0.0,operating,USA,1,3796.0
Medical Simulation,Biotechnology,16444273.0,operating,USA,3,1273.0
Medical Technologies International,Biotechnology,475000.0,operating,USA,1,5891.0
MedicaMetrix,Health Care,1631710.0,operating,USA,1,2194.0
Medicast,Health and Wellness|Health Care|mHealth,1940000.0,operating,USA,2,311.0
Medichanical Engineering,Biotechnology|Medical Devices,634306.0,operating,DNK,2,-36.0
Medicina,Biotechnology,9091508.0,operating,GBR,1,
MediciNova,Biotechnology,20000000.0,ipo,USA,1,
Mediclinic International,Health Care|Medical|Medical Professionals,300000000.0,operating,ZAF,1,
Medicrea,Medical Devices,3500000.0,operating,FRA,1,
Medifacts International,Biotechnology,21000000.0,operating,USA,2,
Medifi,Diagnostics|Health Care Information Technology|Hospitals,500000.0,operating,USA,1,226.0
Medify,Health Care,2300000.0,acquired,USA,2,-178.0
MediGain,Health Care,40257500.0,operating,USA,2,4025.0
MEDIGO,Health and Wellness|Health Care|Hospitals|Marketplaces,12222661.0,operating,DEU,3,30.0
Medigram,Android|Group SMS|Health Care Information Technology|iOS|Mobile Health,0.0,operating,USA,1,425.0
MediGuard Technologies,Medical,0.0,operating,USA,1,15.0
Medigus,Health Care,26706296.0,ipo,ISR,4,5048.0
MediHome,Medical,450326.0360501,operating,GBR,1,
MediKeeper,Health Care Information Technology|Software,0.0,operating,USA,1,1748.0
Medikidz,Education|Medical|Publishing,6327003.0,operating,GBR,2,1956.0
Medikoe,Health Care,100000.0,operating,IND,1,
MediLogix,Health Care|Hospitals|Medical Devices,1750000.0,operating,USA,1,1763.0
Medimetrix Solutions Exchange,Biotechnology,2620466.0,operating,USA,3,321.0
medineering,Medical Devices,0.0,operating,DEU,1,
Medingo Medical Solutions,Health Care,27000000.0,acquired,USA,1,
Medioctor,Big Data|Health Care|Health Care Information Technology|Internet|Mobile,120000.0,operating,IND,1,365.0
MediPines Corporation,Health Care|Medical Devices|Technology,563000.0,operating,USA,1,801.0
MediQuest Therapeutics,Biotechnology|Health Care|Therapeutics,43654112.0,operating,USA,4,1626.0
Medirio SA,Medical,0.0,operating,,1,
Medisafe,Cloud Computing|Health Care Information Technology|Mobile|Software,7000000.0,operating,USA,3,-93.0
Medisas,Health Care|Hospitals|SaaS|Software,0.0,operating,USA,2,790.0
MediSens,Biotechnology,3465062.0,operating,USA,3,1184.0
Medisse,Biotechnology,0.0,operating,,1,1440.0
MediStream,Information Services|Information Technology|Medical,0.0,acquired,USA,1,
Medisyn Technologies,Biotechnology,1500000.0,operating,USA,1,2239.0
Medisync Bioservices,Biotechnology,625000.0,operating,USA,1,1688.0
MediTAP,Medical,0.0,operating,USA,1,-78.0
Meditech,Health Care|Healthcare Services|Information Technology|Medical|Software,0.0,operating,USA,1,12462.0
Meditope Biosciences,Biotechnology,3600000.0,operating,USA,1,937.0
"Meditrina Pharmaceuticals, Inc",Biotechnology,4450000.0,operating,USA,2,459.0
Medityplus,Health and Wellness|Health Care|Incentives|Loyalty Programs|Mobile|Software,10000.0,operating,USA,1,604.0
Medivance,Biotechnology,31070000.0,acquired,USA,2,3494.0
Medivie Therapeutics,Dental|Fitness|Health and Wellness|Medical|Medical Devices,870000.0,operating,GBR,1,1126.0
Medivo,Big Data Analytics|Health Care,22745000.0,operating,USA,3,587.0
MediWound,Biotechnology|Hospitals|Medical,18000000.0,ipo,ISR,1,4556.0
Medlanes,Health and Wellness|Medical,0.0,operating,DEU,2,-30.0
Medlert,Health and Wellness|Health Care Information Technology|Transportation,1275388.0,operating,USA,3,365.0
MedLink,Biotechnology,1250000.0,operating,USA,1,12371.0
Medlio,Hardware + Software|Health and Insurance|Health Care|Mobile Payments,250000.0,operating,USA,1,148.0
Medlumics,Health Care,4722200.0,operating,ESP,1,1064.0
MedManage Systems,Health Care,24750000.0,acquired,USA,4,941.0
MedMark Services,Health Care,12000000.0,operating,USA,1,
Medminder,Health Care,1850000.0,operating,USA,2,
Medmira,Health Diagnostics|Medical Devices,3783607.0,ipo,CAN,1,
Medmonk,Health Care,0.0,operating,USA,1,
MEDNAX,Health Care|Medical|Physicians,0.0,ipo,USA,1,5048.0
Activate Networks,Analytics|Health Care,16000000.0,operating,USA,3,0.0
Medocity,Health Care,2250000.0,operating,USA,2,
MEDOP,Biotechnology,2500000.0,operating,USA,1,1969.0
Medotech,Medical Devices,5696202.0,operating,DNK,1,
MEDOVENT,Health Care,0.0,operating,DEU,1,305.0
MedPAC Technologies,Electronic Health Records|Health Care Information Technology|Hospitals,100000.0,operating,USA,1,517.0
MedPageToday,Health Care,2100000.0,acquired,USA,1,
MedPass Health,Health Care,760000.0,operating,USA,1,448.0
Medpike,Fitness|Healthcare Services|Medical,18947.0,operating,COL,1,
MedPilot,Finance Technology|Health Care|Medical|Personal Finance|SaaS,280000.0,operating,USA,1,559.0
MedPlasts,Cosmetic Surgery|Health and Wellness|Medical,0.0,operating,USA,1,-1542.0
MedPlexus,Biotechnology,2486458.0,operating,USA,1,3495.0
MedPod,Health Care,1775000.0,operating,USA,1,973.0
Medprex,Health and Insurance|Health Care|Medical|Physicians|SaaS|Software,150000.0,operating,USA,1,0.0
Medpricer.com,Health Care,5200000.0,operating,USA,2,
MedPro,Biotechnology,25727000.0,operating,USA,2,5729.0
Medrobotics,Biotechnology|Hardware,134300000.0,operating,USA,7,324.0
MedServe,Health Care,8000000.0,acquired,USA,1,
MedSocket,Health Care,1699000.0,operating,USA,7,425.0
MedSolutions,Health Care,300000000.0,operating,USA,1,
Medsonix,Alternative Medicine|Health Care|Medical Devices,0.0,operating,,1,
MedStartr,Automotive|Biotechnology|Crowdfunding|Finance|Health and Wellness|Incubators|Medical Devices|Venture Capital,50000.0,operating,USA,1,98.0
Medstro,Health Care|Physicians|Social Media,200000.0,operating,USA,1,31.0
Medtech SAS,Medical Devices,2002616.0,ipo,FRA,1,
MedTech Solutions,Medical|Medical Devices|Women,750000.0,operating,CAN,1,3074.0
MedTel24,Biotechnology,1259804.0,operating,USA,2,930.0
Medtep,Health and Wellness|Health Care|Health Care Information Technology,2210000.0,operating,USA,3,203.0
MedTest DX,Health Care,0.0,operating,USA,1,138.0
MedTouch,Health Care|Hospitals,2049999.0,operating,USA,1,4193.0
Medtric Biotech,Health Care,100000.0,operating,USA,1,1168.0
Medtrics Lab,Biotechnology,102002.0,operating,USA,1,806.0
MEDtrip,Health Care|Hospitals,500000.0,operating,USA,1,3.0
Meducation,Education|Health Care|Technology,41347.0,operating,,1,2192.0
Medudem,Consulting|Health and Wellness|Health Care|Information Technology,863205.0,operating,CHE,1,1552.0
Medusa Medical Technologies,Biotechnology,4900000.0,operating,CAN,9,1788.0
Medversant,Health Care|Hospitals|Information Services|Information Technology,6350000.0,operating,USA,1,
Medwell Ventures,Health Care|Healthcare Services,10000000.0,operating,IND,1,518.0
MedWhat,Artificial Intelligence|Data Mining|Health and Wellness|Health Care|Medical|Search|Semantic Search,590000.0,operating,USA,3,379.0
Medxnote,Health and Wellness|Health Care|Medical,27000.0,operating,IRL,1,251.0
MedyMatch,Crowdsourcing|Diagnostics|Health Diagnostics|Medical|Medical Devices,0.0,operating,ISR,1,151.0
Medypal,Health Care,400000.0,operating,IND,1,372.0
MedZed,Health Care,3200000.0,operating,USA,1,637.0
MeeDoc,Doctors|Health Care|Video,5346153.0,operating,FIN,2,963.0
MeetDoctor,Doctors|Health and Wellness|Health Care,380000.0,operating,IDN,1,797.0
MEI Pharma,Biotechnology,1113344.0,ipo,USA,1,
MELA Sciences,Health Care,12000000.0,ipo,USA,1,9167.0
Melinta,Biotechnology,282500000.0,operating,USA,7,3312.0
Melior Discovery,Biotechnology,5816599.0,operating,USA,5,
Melior Pharmaceuticals,Biotechnology,375000.0,operating,USA,1,
Mellitus,Medical Devices,708934.0,operating,USA,2,1692.0
MelStevia Inc,Biotechnology|Diabetes,75000.0,operating,USA,2,95.0
MeMed,Health Care|Health Diagnostics,0.0,operating,ISR,3,987.0
Memed,Health Care|Internet|Software,24390.243902439,operating,BRA,3,366.0
Memo Therapeutics,Biotechnology,2300000.0,operating,CHE,1,1298.0
Memobead Technologies,Biotechnology|Health Diagnostics,720000.0,operating,BEL,1,
Memorial Sloan - Kettering Cancer Center,Health Care,90000000.0,operating,USA,1,47486.0
Memory Pharmaceuticals,Biotechnology|Medical Devices|Neuroscience,41000000.0,acquired,USA,2,3185.0
Memvu,Healthcare Services|Life Sciences|Medical,250000.0,operating,USA,2,2206.0
MENA PRESTIGE,Art|Entertainment|Health Care|Media|Technology,200000.0,operating,,1,0.0
Mendel Biotechnology,Agriculture|Biotechnology,20234078.0,acquired,USA,2,3815.0
Menias,Health Care Information Technology|Healthcare Services|Mobile|Mobile Health,0.0,operating,,1,63.0
MenoGeniX,Biotechnology,905000.0,operating,USA,2,942.0
Mentegram,Health Care Information Technology|mHealth,276672.0,operating,SVK,1,483.0
MentiNova,Biotechnology,500000.0,operating,,1,
Mentis Technology,Biotechnology,3000000.0,operating,USA,1,3903.0
Mercator MedSystems,Biotechnology,6500000.0,operating,USA,1,4898.0
Merganser Biotech,Biotechnology,28000000.0,operating,USA,1,1510.0
Meritage Pharma,Biotechnology,58972055.0,acquired,USA,3,167.0
MerLion Pharmaceuticals,Biotechnology,7000000.0,operating,,1,
Merrimack Pharmaceuticals,Biotechnology|Health Care,107440000.0,ipo,USA,5,731.0
Mersana Therapeutics,Biotechnology,110005371.0,operating,USA,6,311.0
Merus,Biotechnology,149330143.0,operating,NLD,3,2585.0
Meryx,Biotechnology,2500000.0,operating,USA,1,913.0
MESI,Health Care|Medical Devices,512415.0,operating,SVN,1,733.0
Mesynthes,Medical,0.0,operating,NZL,1,456.0
Metabolic Solutions Development,Biotechnology,46543600.0,operating,USA,4,
Metabolix,Biotechnology|Chemicals|Clean Technology,31000000.0,ipo,USA,2,7064.0
Metabolomic Diagnostics,Biotechnology|Diagnostics|Health Diagnostics|Medical Devices,1814394.0,operating,,5,909.0
